項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
70,6502,13：東京都,横川一丁目遺跡,墨田区横川一丁目,基本土層最下部,貝(カキ),M,n,不明,----,ABCDEFGH,beta-110901,β線法,2480,60,----,----,----,----,-1.3,鈴木茂(パレオ･ラボ),地球科学研究所,1999,古環境変遷の概要,196-197,----,横川一丁目遺跡,墨田区横川一丁目遺跡調査会
71,7043,13：東京都,汐留遺跡,港区東新橋,2街区脇坂　噴砂セクション6b層,貝,M,n,不明,----,ABCDEFGH,GEO4432 beta101249,AMS法,430,40,----,----,----,----,1.3,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
72,7045,13：東京都,汐留遺跡,港区東新橋,2街区脇坂　貝層上砂利層,貝,M,n,不明,----,ABCDEFGH,GEO4434 beta101251,AMS法,410,40,----,----,----,----,-4.9,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
73,7049,13：東京都,汐留遺跡,港区東新橋,8街区しがらみ下部,貝,M,n,不明,----,ABCDEFGH,GEO4438 beta101255,AMS法,3240,50,----,----,----,----,0.5,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
74,7050,13：東京都,汐留遺跡,港区東新橋,8街区船着場水門部,貝,M,n,不明,----,ABCDEFGH,GEO4439 beta101256,AMS法,2510,40,----,----,----,----,0.4,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
75,7046,13：東京都,汐留遺跡,港区東新橋,2街区脇坂噴砂断面　有楽町貝層(10層),貝,M,n,不明,----,ABCDEFGH,GEO4435 beta101252,AMS法,1530,40,----,----,----,----,-3.7,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
76,7044,13：東京都,汐留遺跡,港区東新橋,2街区脇坂駅舎前　トレン砂利層,貝,M,n,不明,----,ABCDEFGH,GEO4433 beta101250,AMS法,510,40,----,----,----,----,-6.3,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
77,7042,13：東京都,汐留遺跡,港区東新橋,2街区伊達南側壁面　落ち込み(12層),貝,M,n,不明,----,ABCDEFGH,GEO4431 beta101248,AMS法,2230,50,----,----,----,----,-0.1,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
78,7024,13：東京都,汐留遺跡,港区東新橋,9地点7層,貝化石(カガミガイ),M,n,不明,----,ABCDEFGH,Gak-17131,β線法,2570,80,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1996,遺跡の層序と年代,104,----,汐留遺跡-汐留遺跡埋蔵文化財発掘調査報告書-(第3分冊),汐留地区遺跡調査会
79,7025,13：東京都,汐留遺跡,港区東新橋,13地点11層,貝化石(カガミガイ),M,n,不明,----,ABCDEFGH,Gak-17132,β線法,2850,70,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1996,遺跡の層序と年代,104,----,汐留遺跡-汐留遺跡埋蔵文化財発掘調査報告書-(第3分冊),汐留地区遺跡調査会
80,7033,13：東京都,汐留遺跡,港区東新橋,B地点落ち込み内　貝層,貝,M,n,不明,----,ABCDEFGH,GEO95-1304 Beta-86939,β線法,2430,70,----,----,----,----,-0.5,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
81,7034,13：東京都,汐留遺跡,港区東新橋,B地点落ち込み内　貝層,貝,M,n,不明,----,ABCDEFGH,GEO95-1305 Beta-86940,AMS法,1150,50,----,----,----,----,0.2,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
82,7035,13：東京都,汐留遺跡,港区東新橋,B地点落ち込み内　有楽町貝層,貝,M,n,不明,----,ABCDEFGH,GEO95-1306 Beta-86941,AMS法,1300,60,----,----,----,----,0.2,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
83,7037,13：東京都,汐留遺跡,港区東新橋,C地点　礫層(有楽町貝層上層),貝,M,n,不明,----,ABCDEFGH,GEO95-1308 Beta-86943,β線法,870,60,----,----,----,----,-1.7,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
84,7038,13：東京都,汐留遺跡,港区東新橋,C地点　有楽町貝層,貝,M,n,不明,----,ABCDEFGH,GEO95-1309 Beta-86944,β線法,3750,60,----,----,----,----,-0.3,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
85,7041,13：東京都,汐留遺跡,港区東新橋,3街区東側断面　有楽町貝層,貝,M,n,不明,----,ABCDEFGH,GEO4430 beta101247,AMS法,1620,40,----,----,----,----,-3.8,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定(2),242,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
86,7036,13：東京都,汐留遺跡,港区東新橋,B地点落ち込み内　有楽町貝層,貝,M,n,不明,----,ABCDEFGH,GEO95-1307 Beta-86942,AMS法,1570,60,----,----,----,----,-1.5,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
87,7027,13：東京都,汐留遺跡,港区東新橋,A地点　有楽町貝層,貝,M,n,不明,----,ABCDEFGH,GEO95-1298 Beta-86933,β線法,1440,60,----,----,----,----,-0.2,地球科学研究所,地球科学研究所,2000,放射性炭素年代測定,241,----,東京都埋蔵文化財センター調査報告第79集　汐留遺跡Ⅱ(第1分冊)ー旧汐留貨物駅跡地内の調査ー,(財)東京都生涯学習文化財団　東京都埋蔵文化財センター
88,7023,13：東京都,汐留遺跡,港区東新橋,2地点10層,貝化石(カガミガイ),M,n,不明,----,ABCDEFGH,Gak-17130,β線法,7560,110,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1996,遺跡の層序と年代,104,----,汐留遺跡-汐留遺跡埋蔵文化財発掘調査報告書-(第3分冊),汐留地区遺跡調査会
89,6939,13：東京都,江東橋二丁目遺跡,墨田区江東橋,KTC地点　Ec層上部,マガキ,M,n,不明,----,ABCDEFGH,Beta-167759,β線法,2420,70,----,----,----,----,-0.9,吉川昌伸(古代の森研究舎),Beta Analytic Inc.,2002,江東橋二丁目遺跡Ⅱにおける環境変遷史,176-185,----,江東橋二丁目遺跡Ⅱ,国土交通省関東地方整備局　墨田区教育委員会
90,6938,13：東京都,江東橋二丁目遺跡,墨田区江東橋,KTC地点　Db層　,ヤマトシジミ,M,n,不明,----,ABCDEFGH,Beta-167760,β線法,1790,50,----,----,----,----,-6.1,吉川昌伸(古代の森研究舎),Beta Analytic Inc.,2002,江東橋二丁目遺跡Ⅱにおける環境変遷史,176-185,----,江東橋二丁目遺跡Ⅱ,国土交通省関東地方整備局　墨田区教育委員会
91,8070,13：東京都,溜池遺跡,千代田区本田町･港区赤坂,有楽町層下部層　貝層,マガキ,M,n,不明,----,ABCDEFGH,Beta-83203,β線法,6000,70,----,----,----,----,-0.3,吉川昌伸(パレオ･ラボ),地球科学研究所,1997,溜池遺跡の地質･層序,45-57,----,溜池遺跡(第Ⅱ分冊)?地下鉄7号線溜池･駒込間遺跡発掘調査報告書7-2?,帝都高速度交通営団　地下鉄7号線溜池･駒込間遺跡調査会
92,7564,13：東京都,田園調布南遺跡,大田区田園調布,7号土坑　西南1層,貝,M,n,縄文時代前期,----,B,GaK-15084,β線法,6200,120,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1992,縄文時代前期の貝土坑の性格について,107-109,----,田園調布南2　都立田園調布高校内埋蔵文化財発掘調査報告書,都立学校遺跡調査会
93,7565,13：東京都,田園調布南遺跡,大田区田園調布,7号土坑　中央6層,貝,M,n,縄文時代前期,----,B,GaK-15085,β線法,6280,90,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1992,縄文時代前期の貝土坑の性格について,107-109,----,田園調布南2　都立田園調布高校内埋蔵文化財発掘調査報告書,都立学校遺跡調査会
94,7563,13：東京都,田園調布南遺跡,大田区田園調布,6号土坑　北部8層,貝,M,n,縄文時代前期,----,B,GaK-15083,β線法,5990,130,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1992,縄文時代前期の貝土坑の性格について,107-109,----,田園調布南2　都立田園調布高校内埋蔵文化財発掘調査報告書,都立学校遺跡調査会
95,7562,13：東京都,田園調布南遺跡,大田区田園調布,6号土坑　北部1層,貝,M,n,縄文時代前期,----,B,GaK-15082,β線法,5410,100,----,----,----,----,----,パリノ･サーヴェイ,学習院大学理学部年代測定室,1992,縄文時代前期の貝土坑の性格について,107-109,----,田園調布南2　都立田園調布高校内埋蔵文化財発掘調査報告書,都立学校遺跡調査会
96,7694,13：東京都,肥前平戸新田藩松浦家下屋敷跡,墨田区錦糸,深堀1地点9層最下部(上記ハマグリに着生),マガキ,M,n,不明,----,ABCDEFGH,Beta-223073,AMS法,2540,40,----,----,----,----,-1.4,吉川昌伸･吉川純子(古代の森研究舎),地球科学研究所,2007,肥前平戸新田藩下屋敷跡における環境変遷史,85-89,----,肥前平戸新田藩下屋敷跡,最高裁判所　墨田コートハウスサービス株式会社　東京簡裁墨田分室埋蔵文化財調査会
97,7695,13：東京都,肥前平戸新田藩松浦家下屋敷跡,墨田区錦糸,トレンチ3　地山Ⅴ層,ヤマトシジミ,M,n,不明,----,ABCDEFGH,Beta-223074,β線法,1300,30,----,----,----,----,-8.7,吉川昌伸･吉川純子(古代の森研究舎),地球科学研究所,2007,肥前平戸新田藩下屋敷跡における環境変遷史,85-89,----,肥前平戸新田藩下屋敷跡,最高裁判所　墨田コートハウスサービス株式会社　東京簡裁墨田分室埋蔵文化財調査会
98,7693,13：東京都,肥前平戸新田藩松浦家下屋敷跡,墨田区錦糸,深堀1地点9層最下部,ハマグリ,M,n,不明,----,ABCDEFGH,Beta-223072,AMS法,2550,40,----,----,----,----,-0.4,吉川昌伸･吉川純子(古代の森研究舎),地球科学研究所,2007,肥前平戸新田藩下屋敷跡における環境変遷史,85-89,----,肥前平戸新田藩下屋敷跡,最高裁判所　墨田コートハウスサービス株式会社　東京簡裁墨田分室埋蔵文化財調査会
99,7320,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第2貝層,貝(ヤマトシジミ),M,n,縄文時代後期?晩期,----,B,GaK-12334,β線法,4880,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
100,7321,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第3貝層,貝(マガキ),M,n,縄文時代後期?晩期,----,B,GaK-12340,β線法,4290,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
101,7323,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第2貝層,貝(ヤマトシジミ),M,n,縄文時代後期?晩期,----,B,GaK-12343,β線法,4960,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
102,7324,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第2貝層,貝(キサゴ),M,n,縄文時代後期?晩期,----,B,GaK-12342,β線法,5950,180,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
103,7325,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第2貝層,貝(ハマグリ),M,n,縄文時代後期?晩期,----,B,GaK-12336,β線法,4730,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
104,7327,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第1貝層,貝(ハマグリ),M,n,縄文時代後期?晩期,----,B,GaK-12335,β線法,4940,120,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
105,7328,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第1貝層,貝(マガキ),M,n,縄文時代後期?晩期,----,B,GaK-12338,β線法,3910,120,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
106,7329,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第1貝層,貝(キサゴ),M,n,縄文時代後期?晩期,----,B,GaK-12341,β線法,6100,170,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
107,7350,13：東京都,袋低地遺跡,北区赤羽北,深堀1　自然貝層(カキ),貝,M,n,縄文時代早期?前期,----,B,PAL-180,β線法,5590,330,----,----,----,----,----,パリノ･サーヴェイ,パリノ･サーヴェイ,1998,袋低地遺跡の古環境変遷と木製品の樹種について,55-61,----,北区埋蔵文化財調査報告第23集　袋低地遺跡Ⅱ,北区教育委員会生涯学習推進課
108,7326,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第2貝層,貝(マガキ),M,n,縄文時代後期?晩期,----,B,GaK-12339,β線法,4120,130,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
109,7322,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準C2 　第1貝塚の第3貝層,貝(ハマグリ),M,n,縄文時代後期?晩期,----,B,GaK-12337,β線法,4860,120,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
110,7302,13：東京都,袋低地遺跡,北区赤羽北,B地区　層準A1,貝(カキ),M,n,縄文時代早期?前期,----,B,GaK-13269,β線法,5390,120,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
111,7303,13：東京都,袋低地遺跡,北区赤羽北,B地区　層準A1,貝(アカニシ),M,n,縄文時代早期?前期,----,B,GaK-13270,β線法,5680,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
112,7313,13：東京都,袋低地遺跡,北区赤羽北,D地区　層準C1　第2貝塚の第4貝層,貝(ハマグリ),M,n,縄文時代中期,----,B,GaK-12333,β線法,5200,90,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
113,7314,13：東京都,袋低地遺跡,北区赤羽北,D地区　層準C1　第2貝塚の第3貝層,貝(マガキ),M,n,縄文時代中期,----,B,GaK-12332,β線法,5120,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
114,7315,13：東京都,袋低地遺跡,北区赤羽北,D地区　層準C1　第2貝塚の第2貝層,貝(マガキ),M,n,縄文時代中期,----,B,GaK-12331,β線法,5400,90,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
115,7317,13：東京都,袋低地遺跡,北区赤羽北,D地区　層準C1　第2貝塚の第1貝層,貝(ハマグリ),M,n,縄文時代中期,----,B,GaK-12334,β線法,5380,110,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
116,7316,13：東京都,袋低地遺跡,北区赤羽北,D地区　層準C1　第2貝塚の第1貝層,貝(マガキ),M,n,縄文時代中期,----,B,GaK-12330,β線法,5360,120,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
117,7300,13：東京都,袋低地遺跡,北区赤羽北,F地区　層準A0,貝(カキ),M,n,縄文時代早期?前期,----,B,GaK-11773,β線法,5630,160,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
118,7301,13：東京都,袋低地遺跡,北区赤羽北,B地区　層準A1,貝(アカニシ),M,n,縄文時代早期?前期,----,B,GaK-12901,β線法,6400,140,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
119,7299,13：東京都,袋低地遺跡,北区赤羽北,E地区　層準A0,貝(カキ),M,n,縄文時代早期?前期,----,B,GaK-11774,β線法,6400,170,----,----,----,----,----,堀口萬吉･清水康守･駒井潔･小林健助,学習院大学理学部年代測定室,1988,袋低地遺跡の放射性炭素14年代,155-160,----,袋低地遺跡ー自然科学編１ー,東北新幹線赤羽地区遺跡調査会　東日本旅客鉄道株式会社
120,7892,13：東京都,豊沢貝塚,渋谷区恵比寿,80号3層(土坑内貝層),貝殻(ハマグリ),M,n,縄文時代,----,B,NU-1073,β線法,4295,80,----,----,----,----,----,小元久仁夫(日本大学),日本大学年代測定室,1999,放射性炭素年代測定,182-183,----,豊沢貝塚　第2地点　発掘調査報告書,豊沢貝塚遺跡調査会
121,7893,13：東京都,豊沢貝塚,渋谷区恵比寿,114号2層(土坑内貝層),貝殻(ハマグリ),M,n,縄文時代,----,B,NU-1074,β線法,4460,80,----,----,----,----,----,小元久仁夫(日本大学),日本大学年代測定室,1999,放射性炭素年代測定,182-183,----,豊沢貝塚　第2地点　発掘調査報告書,豊沢貝塚遺跡調査会
122,7891,13：東京都,豊沢貝塚,渋谷区恵比寿,2号住居3層(住居内貝層),貝殻(ハマグリ),M,n,縄文時代,黒浜期初頭,B,NU-1072,β線法,5405,85,----,----,----,----,----,小元久仁夫(日本大学),日本大学年代測定室,1999,放射性炭素年代測定,182-183,----,豊沢貝塚　第2地点　発掘調査報告書,豊沢貝塚遺跡調査会
123,7890,13：東京都,豊沢貝塚,渋谷区恵比寿,2号住居6層(住居内貝層),貝殻(マガキ),M,n,縄文時代,黒浜期初頭,B,NU-1071,β線法,5065,85,----,----,----,----,----,小元久仁夫(日本大学),日本大学年代測定室,1999,放射性炭素年代測定,182-183,----,豊沢貝塚　第2地点　発掘調査報告書,豊沢貝塚遺跡調査会
124,7621,13：東京都,道合遺跡,北区赤羽台,65号土坑　覆土上部,貝殻(ハマグリ),M,n,縄文時代後期前葉,堀之内1式,B,IAAA-120781,AMS法,4210,20,4209,24,-1.39,0.47,----,パリノ･サーヴェイ,パリノ･サーヴェイ,2013,道合遺跡の放射性炭素年代測定,95-97,----,東京都埋蔵文化財センター調査報告第280集　道合遺跡,(公財)東京都スポーツ文化事業団　東京都埋蔵文化財センター
125,6872,13：東京都,錦糸四丁目遺跡,墨田区錦糸,D地点　9層,ヤマトシジミ,M,n,不明,----,ABCDEFGH,Beta-371839,AMS法,1060,30,----,----,----,----,-7,吉川昌伸(古代の森研究舎),Beta Analytic Inc.,2014,墨田区錦糸四丁目遺跡における環境変遷,61-69,----,錦糸四丁目遺跡,伊藤忠都市開発株式会社
126,6422,13：東京都,阿波徳島藩蜂須賀家上屋敷跡,千代田区丸の内,B区040号南壁,貝殻,M,n,不明,----,ABCDEFGH,IAAA-140915,AMS法,3810,30,3810,27,-1.66,0.69,----,パリノ・サーヴェイ,パリノ・サーヴェイ,2015,土壌試料の分析･岩石鑑定･樹種同定,107-113,----,阿波徳島藩蜂須賀家上屋敷跡,千代田区教育委員会　東日本旅客鉄道株式会社　鉄建建設株式会社
