項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
65,22299,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土上層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11310,AMS法,4185,35,----,----,-24.2,0.9,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
66,22297,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土上層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11308,AMS法,4160,35,----,----,-28.7,0.8,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
67,22295,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,18号住居跡　覆土上層,炭化材,T,f,縄文時代中期,曽利Ⅳ式,B,MTC-11306,AMS法,4230,35,----,----,-22.9,1.1,----,小林謙一･遠部慎･村本周三･坂本稔,東京大学大学院工学系研究科,2008,山梨県梅之木遺跡出土試料の14C年代測定,339-343,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
68,22293,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-156　3層,オニグルミ核,T,e,縄文時代中期後半?末葉,曽利式,B,IAAA-71870,AMS法,4150,40,4145,35,-25.8,0.82,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
69,22291,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-156　1層,オニグルミ核,T,e,縄文時代中期後半?末葉,曽利式,B,IAAA-71868,AMS法,4220,40,4219,35,-26.11,0.93,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
70,22289,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-55　コラム1-3,炭化材(クリ),T,f,縄文時代中期後半?末葉,曽利式,B,IAAA-72864,AMS法,4200,40,4200,37,-26.74,0.77,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
71,22287,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-55　コラム1-1,炭化材(ヌルデ),T,f,縄文時代中期後半?末葉,曽利式,B,IAAA-72862,AMS法,Modern,----,----,----,-29.3,0.74,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
72,22285,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,PJ-18　炉,オニグルミ核,T,e,縄文時代中期後半?末葉,曽利式,B,IAAA-72867,AMS法,4150,30,4146,33,-30.19,0.7,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,水洗選別回収試料の履歴調査,320-325,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
73,22281,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR20　8層　暗褐色層,炭化材,T,f,縄文時代中期,----,B,IAAA-52737,AMS法,1810,40,1813,36,-30.24,0.95,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
74,22278,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR19　鉄平石付近　敷石遺構の平石敷設面上,炭化材,T,f,縄文時代中期,----,B,IAAA-52734,AMS法,190,30,190,30,-30.8,0.92,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
75,22268,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR13　集石確認免　集石土坑直近,炭化材,T,f,縄文時代,----,B,IAAA-52723,AMS法,4340,40,4340,41,-20.85,1.05,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
76,22266,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR10　2層　縄文の道硬化面直上,炭化材,T,f,縄文時代,----,B,IAAA-52720,AMS法,7250,50,7252,44,-22.45,0.88,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
77,22264,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,E4-46トレンチ　北壁,腐植質土壌,T,k,縄文時代中期,----,B,PAL-1113,β線法,4980,180,4983,182,----,----,-25.22,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,梅之木遺跡周辺の地形･地質に関する自然科学分析,284-292,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
78,22276,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR18　土坑土坑直近の遺構確認面上,炭化材,T,f,不明,----,ABCDEFGH,IAAA-52732,AMS法,1770,30,1771,32,-30.2,0.93,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
79,22280,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR20　4層　褐色層か黒色層,炭化材,T,f,不明,----,ABCDEFGH,IAAA-52736,AMS法,360,30,356,34,-30.67,0.78,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
80,22277,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR18　土坑土坑直近の遺構確認面上,炭化材,T,f,不明,----,ABCDEFGH,IAAA-52733,AMS法,1790,30,1794,32,-29.51,0.86,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
81,22282,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR33　確認面　土坑,炭化材,T,f,不明,----,ABCDEFGH,IAAA-52757,AMS法,1600,30,1595,33,-26.9,0.85,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
82,22283,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR33　-4cm　土坑,炭化材,T,f,不明,----,ABCDEFGH,IAAA-52758,AMS法,2860,30,2863,33,-26.94,0.73,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
83,22275,19：山梨県,梅之木遺跡,北杜市明野町浅尾字梅之木,TR17　2-A層　褐色層,炭化材,T,f,不明,----,ABCDEFGH,IAAA-52730,AMS法,100,40,103,38,-27.67,0.73,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2008,湯沢川左岸における試掘溝で出土した炭化材の年代推定,293-297,----,北杜市埋蔵文化財調査報告第26集　梅之木遺跡Ⅶ,北杜市教育委員会
84,21974,19：山梨県,横堀遺跡,南アルプス市在家塚,遺物包含層,炭化材,T,f,縄文時代晩期最終末?弥生時代中期,----,BC,beta-140822,AMS法,1960,40,----,----,----,----,-12,パリノ･サーヴェイ株式会社,Beta Analytic Inc,2001,横堀遺跡から出土した炭化材の年代と樹種,47-49,----,山梨県埋蔵文化財センター調査報告書第184号　横堀遺跡,山梨県教育委員会･日本道路公団
85,21969,19：山梨県,横針前久保遺跡,北巨摩郡長坂町白井沢字横針,谷部No.1地点　145-1600cm,植物片(微小な草本質植物),T,d,不明,----,ABCDEFGH,Beta-132659,AMS法,940,40,----,----,----,----,-29.2,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2000,古環境分析,62-71,----,山梨県埋蔵文化財センター調査報告書第176集　横針前久保遺跡･米山遺跡･横針中山遺跡,山梨県教育委員会･日本道路公団東京第三管理局
86,21968,19：山梨県,横針前久保遺跡,北巨摩郡長坂町白井沢字横針,谷部No.1地点　85-90cm,草本質泥炭,T,j,不明,----,ABCDEFGH,PAL-531,β線法,3240,430,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2000,古環境分析,62-71,----,山梨県埋蔵文化財センター調査報告書第176集　横針前久保遺跡･米山遺跡･横針中山遺跡,山梨県教育委員会･日本道路公団東京第三管理局
87,22173,19：山梨県,滝坂遺跡,韮崎市水神二丁目青坂,10号土坑,炭化材(クヌギ節),T,f,不明,----,ABCDEFGH,IAAA-82023,AMS法,2530,30,2534,30,-25.19,0.54,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2009,滝坂遺跡の自然科学分析,25-28,----,滝坂遺跡,韮崎市教育委員会　山梨県中北建設事務所　(財)山梨文化財研究所
88,22174,19：山梨県,滝坂遺跡,韮崎市水神二丁目青坂,13号土坑,炭化材(クヌギ節),T,f,不明,----,ABCDEFGH,IAAA-82024,AMS法,2630,30,2630,32,-30.06,0.81,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2009,滝坂遺跡の自然科学分析,25-28,----,滝坂遺跡,韮崎市教育委員会　山梨県中北建設事務所　(財)山梨文化財研究所
89,22175,19：山梨県,滝坂遺跡,韮崎市水神二丁目青坂,200号ピット　柱材?,炭化材(ブナ属),T,f,不明,----,ABCDEFGH,IAAA-82025,AMS法,310,30,310,26,-33.7,0.49,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2009,滝坂遺跡の自然科学分析,25-28,----,滝坂遺跡,韮崎市教育委員会　山梨県中北建設事務所　(財)山梨文化財研究所
90,22172,19：山梨県,滝坂遺跡,韮崎市水神二丁目青坂,2号土坑,炭化材(クヌギ節),T,f,不明,----,ABCDEFGH,IAAA-82022,AMS法,950,30,952,27,-32.22,0.65,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2009,滝坂遺跡の自然科学分析,25-28,----,滝坂遺跡,韮崎市教育委員会　山梨県中北建設事務所　(財)山梨文化財研究所
91,22179,19：山梨県,滝沢遺跡,南都留郡富士河口湖町河口,Ⅴ区　1号焼土,炭化材(カヤ),T,f,縄文時代,----,B,IAAA-92715,AMS法,4490,30,4485,30,-20.55,0.59,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2012,滝沢遺跡の自然科学分析,146-149,----,山梨県埋蔵文化財センター調査報告書第282集　滝沢遺跡(第2次),山梨県教育委員会　山梨県県土整備部
92,22026,19：山梨県,狐原遺跡,上野原市新田,敷石住居　主体部A,炭化材(ブナ属、コナラ属コナラ亜属クヌギ節),T,f,縄文時代中期,----,B,GaK-20288,β線法,4290,60,----,----,----,----,-29.6,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2015,狐原遺跡における自然科学分析,302-311,----,上野原市埋蔵文化財調査報告書第7集　狐原遺跡,上野原市教育委員会
93,21989,19：山梨県,玉川金山遺跡,都留市上ノ原,4区北壁　Ⅳ層,炭化物,T,h,縄文時代晩期,大室スコリア,B,不明,AMS法,480,30,----,----,-22.85,0.73,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
94,21990,19：山梨県,玉川金山遺跡,都留市上ノ原,3区東壁　Ⅵ層,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,2870,40,----,----,-17.19,0.8,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
95,21991,19：山梨県,玉川金山遺跡,都留市上ノ原,3区東壁　Ⅹ層,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,4390,40,----,----,-24.24,0.73,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
96,21993,19：山梨県,玉川金山遺跡,都留市上ノ原,3区東壁　?層,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,7700,40,----,----,-21.97,0.89,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
97,21995,19：山梨県,玉川金山遺跡,都留市上ノ原,3区東壁　ⅩⅤ層,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,7870,50,----,----,-16.56,0.86,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
98,21999,19：山梨県,玉川金山遺跡,都留市上ノ原,第Ⅲ面,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,6870,40,----,----,-19.11,0.81,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
99,21994,19：山梨県,玉川金山遺跡,都留市上ノ原,3区東壁　ⅩⅣ層,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,7710,50,----,----,-22.92,0.99,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
100,21992,19：山梨県,玉川金山遺跡,都留市上ノ原,3区東壁　?層,炭化物,T,h,縄文時代早期,----,B,不明,AMS法,4470,40,----,----,-20.6,0.84,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
101,21988,19：山梨県,玉川金山遺跡,都留市上ノ原,4区北壁　Ⅲ層,炭化物,T,h,不明,----,ABCDEFGH,不明,AMS法,30,30,----,----,-21.04,0.93,----,山梨県埋蔵文化財センター,(株)加速器分析研究所,2009,AMS年代測定分析,41-43,----,山梨県埋蔵文化財センター調査報告書第261集　玉川金山遺跡,山梨県教育委員会　国土交通省関東地方整備局
102,22002,19：山梨県,玉穂町地内,中央市,⑥号トレンチ　Ⅸ層,シルト,T,k,縄文時代晩期,----,B,Gak-18883,β線法,1410,80,----,----,----,----,----,鈴木茂(パレオ･ラボ),学習院大学放射性炭素年代測定室,1995,玉穂町内試料の放射性炭素年代測定,32,----,山梨県中巨摩郡玉穂町　町内遺跡詳細分布調査報告書,玉穂町教育委員会
103,22001,19：山梨県,玉穂町地内,中央市,④号トレンチ　Ⅹ層,砂質粘土,T,k,縄文時代晩期,----,B,Gak-18882,β線法,1520,150,----,----,----,----,----,鈴木茂(パレオ･ラボ),学習院大学放射性炭素年代測定室,1995,玉穂町内試料の放射性炭素年代測定,32,----,山梨県中巨摩郡玉穂町　町内遺跡詳細分布調査報告書,玉穂町教育委員会
104,22342,19：山梨県,用竹(殿村)遺跡,上野原市桐原,B地区　Ⅱ-2層,炭化材(トネリコ属),T,f,縄文時代後期?晩期,----,B,PAL-135,β線法,3030,200,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1998,用竹(殿村)遺跡から出土した炭化材の年代と樹種,52-54,----,上野原町埋蔵文化財調査報告書第8集　用竹(殿村)遺跡,上野原町教育委員会
105,22341,19：山梨県,用竹(殿村)遺跡,上野原市桐原,B地区　Ⅱ-2層,炭化材(トネリコ属),T,f,縄文時代後期?晩期,----,B,PAL-134,β線法,2960,460,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1998,用竹(殿村)遺跡から出土した炭化材の年代と樹種,52-54,----,上野原町埋蔵文化財調査報告書第8集　用竹(殿村)遺跡,上野原町教育委員会
106,22039,19：山梨県,甲府城下町遺跡,甲府市丸の内一丁目,A工区中央部の暗灰黒褐色粘土層,生材,T,d,古墳時代中期以前,----,ABCD,PLD-10472,AMS法,1835,25,1833,20,-27.5,0.17,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2010,放射性炭素年代測定,49-51,----,甲府市文化財調査報告52　甲府城下町遺跡Ⅴ,甲府市　甲府市教育委員会
107,22038,19：山梨県,甲府城下町遺跡,甲府市丸の内一丁目,文化層　花粉試料18採取層,生材,T,d,古墳時代中期以前,----,ABCD,PLD-10471,AMS法,3210,25,3119,23,-27.9,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2010,放射性炭素年代測定,49-51,----,甲府市文化財調査報告52　甲府城下町遺跡Ⅴ,甲府市　甲府市教育委員会
108,22035,19：山梨県,甲府城下町遺跡(甲府地方裁判所地点),甲府市中央一丁目,Ⅰ区　7層,炭化物,T,h,不明,----,ABCDEFGH,PLD-8639,AMS法,930,20,931,18,-26.59,0.17,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2007,自然科学分析,59-61,----,山梨県埋蔵文化財センター調査報告書第249集　甲府城下町遺跡(甲府地方裁判所地点),山梨県教育委員会　国土交通省
109,22034,19：山梨県,甲府城下町遺跡(甲府地方裁判所地点),甲府市中央一丁目,Ⅰ区　7層,炭化材,T,f,不明,----,ABCDEFGH,PLD-8638,AMS法,955,20,853,18,-26.69,0.16,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2007,自然科学分析,59-61,----,山梨県埋蔵文化財センター調査報告書第249集　甲府城下町遺跡(甲府地方裁判所地点),山梨県教育委員会　国土交通省
110,22040,19：山梨県,甲府城跡(屋形曲輪地点),甲府市丸の内一丁目,掘り方　自然層　北東隅,土壌(黒色泥),T,k,不明,----,ABCDEFGH,IAAA-143610,AMS法,14250,50,14247,48,-21.96,0.57,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,甲府城跡(屋形曲輪)の自然科学分析,45-53,----,甲府市文化財調査報告80　甲府城跡(屋形曲輪地点),甲府市　甲府市教育委員会
111,22051,19：山梨県,社口遺跡,北巨摩郡高根町村山東割字社口,19住,炭化材(トネリコ属),T,f,縄文時代後期,----,B,PLD-169,β線法,3740,110,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,1997,放射性炭素年代測定,198,----,社口遺跡第3次調査報告書,高根町教育委員会　社口遺跡発掘調査団
112,22052,19：山梨県,社口遺跡,北巨摩郡高根町村山東割字社口,8住炉,炭化材(クリ),T,f,縄文時代中期,----,B,PLD-170,β線法,4350,110,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,1997,放射性炭素年代測定,198,----,社口遺跡第3次調査報告書,高根町教育委員会　社口遺跡発掘調査団
113,22050,19：山梨県,社口遺跡,北巨摩郡高根町村山東割字社口,Pit398,炭化材(クリ),T,f,縄文時代中期,----,B,PLD-168,β線法,4470,120,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,1997,放射性炭素年代測定,198,----,社口遺跡第3次調査報告書,高根町教育委員会　社口遺跡発掘調査団
114,22343,19：山梨県,竜安寺川西遺跡,笛吹市境川町字前間田,1-B区　集石土坑,炭化材(クリ),T,f,縄文時代,----,B,不明,AMS法,4960,25,4959,27,-24.69,0.11,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,自然化学分析,84-85,----,山梨県埋蔵文化財センター調査報告書第271集　竜安寺川西遺跡,山梨県教育委員会　独立行政法人鉄道建設･運輸施設整備支援機構
115,22310,19：山梨県,美通遺跡,都留市井倉,C区　2号集石,炭化材(エノキ属),T,f,縄文時代早期後半?前期,----,B,PLD-15557,AMS法,4900,25,4902,26,-25.4,0.18,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(A1区･C区)の自然科学分析,69-81,----,山梨県埋蔵文化財センター調査報告書第274集　美通遺跡A･C区,山梨県教育委員会　国土交通省関東地方整備局
116,22308,19：山梨県,美通遺跡,都留市井倉,C区北　3号住,炭化材(クリ),T,f,縄文時代,----,B,PLD-15555,AMS法,6345,30,6346,28,-24.19,0.11,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(A1区･C区)の自然科学分析,69-81,----,山梨県埋蔵文化財センター調査報告書第274集　美通遺跡A･C区,山梨県教育委員会　国土交通省関東地方整備局
117,22315,19：山梨県,美通遺跡B区,都留市井倉,B区　2-2号集石土坑,炭化材,T,f,縄文時代前期?中期,----,B,PLD-16870,AMS法,5080,25,5080,24,-25.26,0.15,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区1･B区2)の自然科学分析,143-146,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
118,22317,19：山梨県,美通遺跡B区,都留市井倉,B区　3_1面　1号集石土坑,炭化材(ヤマグワ),T,f,縄文時代前期?中期,----,B,PLD-15546,AMS法,5095,25,5094,25,-23.51,0.22,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区3)の自然科学分析,147-151,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
119,22318,19：山梨県,美通遺跡B区,都留市井倉,B区　3_1面　1号集石土坑,炭化材(クリ),T,f,縄文時代前期?中期,----,B,PLD-15547,AMS法,5050,25,5049,24,-23.31,0.11,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区3)の自然科学分析,147-151,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
120,22319,19：山梨県,美通遺跡B区,都留市井倉,B区　3_2面　6号土坑,炭化材(クリ),T,f,縄文時代前期?中期,----,B,PLD-15549,AMS法,5085,25,5084,23,-23.66,0.16,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区3)の自然科学分析,147-151,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
121,22320,19：山梨県,美通遺跡B区,都留市井倉,B区　4_2号住,炭化材(クリ近似種),T,f,縄文時代,井戸尻式,B,IAAA-101865,AMS法,4370,30,4366,29,-26.01,0.56,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区4)の自然科学分析,155-158,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
122,22316,19：山梨県,美通遺跡B区,都留市井倉,B区　2-5号集石土坑,炭化材(ケンポナシ属),T,f,縄文時代前期?中期,----,B,PLD-16871,AMS法,6475,25,6477,23,-23.87,0.14,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区1･B区2)の自然科学分析,143-146,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
123,22314,19：山梨県,美通遺跡B区,都留市井倉,B区　1-1号住居跡　埋甕炉内,炭化材(クリ),T,f,縄文時代中期後半,曽利Ⅳ式,B,PLD-16869,AMS法,4205,20,4207,20,23.37,0.12,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2011,美通遺跡(B区1･B区2)の自然科学分析,143-146,----,山梨県埋蔵文化財センター調査報告書第275集　美通遺跡B区,山梨県教育委員会　国土交通省関東地方整備局
124,22166,19：山梨県,膳棚遺跡,山梨市北,1号集石,炭化材,T,f,縄文時代,----,B,IAAA-123595,AMS法,4470,30,4470,27,-25.06,0.34,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,膳棚遺跡D区の自然科学分析,304-307,----,山梨県埋蔵文化財センター調査報告書第301集　膳棚遺跡･廻り田遺跡B地区,山梨県教育委員会　山梨県県土整備部
125,22140,19：山梨県,身洗沢遺跡,笛吹市八代町南,CW-1002　市教委用地境　曲げ物の底,生材,T,d,不明,----,ABCDEFGH,IAAA-152374,AMS法,1460,20,1457,21,-23.24,0.25,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2017,放射性炭素年代測定,195-207,----,山梨県埋蔵文化財センター調査報告書第310集　身洗沢遺跡,山梨県教育委員会　山梨県県土整備部　中日本高速道路株式会社　笛吹市
126,22143,19：山梨県,身洗沢遺跡,笛吹市八代町南,一括　AC-10G周辺　棒状木製品,生材,T,d,不明,----,ABCDEFGH,不明,AMS法,1450,20,1452,23,-22.01,0.22,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2017,放射性炭素年代測定,195-207,----,山梨県埋蔵文化財センター調査報告書第310集　身洗沢遺跡,山梨県教育委員会　山梨県県土整備部　中日本高速道路株式会社　笛吹市
127,22139,19：山梨県,身洗沢遺跡,笛吹市八代町南,CW-1001　市教委用地境　曲げ物の底,生材,T,d,不明,----,ABCDEFGH,IAAA-152373,AMS法,1300,20,1303,21,-23.87,0.23,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2017,放射性炭素年代測定,195-207,----,山梨県埋蔵文化財センター調査報告書第310集　身洗沢遺跡,山梨県教育委員会　山梨県県土整備部　中日本高速道路株式会社　笛吹市
128,22115,19：山梨県,身洗沢遺跡,笛吹市八代町南,W-14　建築部材,炭化材(クリ),T,f,不明,----,ABCDEFGH,IAAA-152349,AMS法,140,20,138,24,-25.58,0.22,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2017,放射性炭素年代測定,195-207,----,山梨県埋蔵文化財センター調査報告書第310集　身洗沢遺跡,山梨県教育委員会　山梨県県土整備部　中日本高速道路株式会社　笛吹市
