項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
60,8181,14：神奈川県,下北原遺跡,伊勢原市日向字下北原,J1号集石,炭化材(クリ),T,f,縄文時代中期,----,B,PLD-6929,AMS法,5265,25,5266,27,-24.66,0.19,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2008,下北原遺跡出土炭化材の放射性炭素年代測定,269-272,----,かながわ考古学財団調査報告222　下北原遺跡Ⅱ,財団法人かながわ考古学財団
61,8185,14：神奈川県,下北原遺跡,伊勢原市日向,J11敷石住居址,炭化材(広葉樹),T,f,縄文時代後期,加曽利B1式,B,IAAA-132701,AMS法,3500,30,3503,25,-23.89,0.73,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2014,J11号敷石住居址出土炭化材の樹種同定および放射性炭素年代測定,214-218,----,神奈川埋蔵文化財発掘調査報告書27　下北原遺跡Ⅲ,株式会社玉川文化財研究所
62,8180,14：神奈川県,下北原遺跡,伊勢原市日向字下北原,J2号住居址床面,炭化材(トネリコ属),T,f,縄文時代中期,----,B,PLD-6928,AMS法,3615,25,3615,25,-28.7,0.16,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2008,下北原遺跡出土炭化材の放射性炭素年代測定,269-272,----,かながわ考古学財団調査報告222　下北原遺跡Ⅱ,財団法人かながわ考古学財団
63,8768,14：神奈川県,中耕地遺跡,横浜市港北区中川町,1004区　1地点,堆積物,T,k,不明,----,ABCDEFGH,GaK-15296,β線法,2750,80,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1991,自然科学的分析,18-39,----,中耕地遺跡,横浜市埋蔵文化財センター
64,8772,14：神奈川県,中耕地遺跡,横浜市港北区中川町,1003区　1地点,堆積物,T,k,不明,----,ABCDEFGH,GaK-15300,β線法,1780,80,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1991,自然科学的分析,18-39,----,中耕地遺跡,横浜市埋蔵文化財センター
65,8771,14：神奈川県,中耕地遺跡,横浜市港北区中川町,1004区　2地点,堆積物,T,k,不明,----,ABCDEFGH,GaK-15299,β線法,7400,890,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1991,自然科学的分析,18-39,----,中耕地遺跡,横浜市埋蔵文化財センター
66,8770,14：神奈川県,中耕地遺跡,横浜市港北区中川町,1004区　2地点,堆積物,T,k,不明,----,ABCDEFGH,GaK-15298,β線法,7290,140,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1991,自然科学的分析,18-39,----,中耕地遺跡,横浜市埋蔵文化財センター
67,8769,14：神奈川県,中耕地遺跡,横浜市港北区中川町,1004区　2地点,堆積物,T,k,不明,----,ABCDEFGH,GaK-15297,β線法,4960,130,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1991,自然科学的分析,18-39,----,中耕地遺跡,横浜市埋蔵文化財センター
68,8767,14：神奈川県,中耕地遺跡,横浜市港北区中川町,1004区　1地点,堆積物,T,k,不明,----,ABCDEFGH,GaK-15295,β線法,2500,100,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1991,自然科学的分析,18-39,----,中耕地遺跡,横浜市埋蔵文化財センター
69,8336,14：神奈川県,久保ノ坂遺跡,愛甲郡清川村,ⅡM-14-5(Ⅶ),炭化材(コナラ節),T,f,縄文時代早期,----,B,geo-5543 beta-105395,β線法,7790,60,----,----,----,----,-27.7,パレオ･ラボ,(株)地球科学研究所,1998,久保ノ坂(No.4)遺跡出土炭化材の放射性炭素年代測定,395-396,----,かながわ考古学財団調査報告42　宮ヶ瀬遺跡群ⅩⅥ,財団法人かながわ考古学財団
70,8337,14：神奈川県,久保ノ坂遺跡,愛甲郡清川村,J1号土坑,炭化材(クリ),T,f,縄文時代中期,----,B,geo-5544 beta-105396,β線法,3730,60,----,----,----,----,-29,パレオ･ラボ,(株)地球科学研究所,1998,久保ノ坂(No.4)遺跡出土炭化材の放射性炭素年代測定,395-396,----,かながわ考古学財団調査報告42　宮ヶ瀬遺跡群ⅩⅥ,財団法人かながわ考古学財団
71,8335,14：神奈川県,久保ノ坂遺跡,愛甲郡清川村,J5号炭化物集中,炭化材(カヤ),T,f,縄文時代早期,----,B,geo-5542 beta-105394,β線法,7080,110,----,----,----,----,-27,パレオ･ラボ,(株)地球科学研究所,1998,久保ノ坂(No.4)遺跡出土炭化材の放射性炭素年代測定,395-396,----,かながわ考古学財団調査報告42　宮ヶ瀬遺跡群ⅩⅥ,財団法人かながわ考古学財団
72,8334,14：神奈川県,久保ノ坂遺跡,愛甲郡清川村,J3号炭化物集中,炭化材(クワ属),T,f,縄文時代早期,----,B,geo-5541 beta-105393,AMS法,3300,50,----,----,----,----,-27.6,パレオ･ラボ,(株)地球科学研究所,1998,久保ノ坂(No.4)遺跡出土炭化材の放射性炭素年代測定,395-396,----,かながわ考古学財団調査報告42　宮ヶ瀬遺跡群ⅩⅥ,財団法人かながわ考古学財団
73,8338,14：神奈川県,久保ノ坂遺跡,愛甲郡清川村,J2号敷石住居址,炭化材(コナラ節),T,f,縄文時代後期,----,B,geo-5545 beta-105397,AMS法,3900,50,----,----,----,----,-23,パレオ･ラボ,(株)地球科学研究所,1998,久保ノ坂(No.4)遺跡出土炭化材の放射性炭素年代測定,395-396,----,かながわ考古学財団調査報告42　宮ヶ瀬遺跡群ⅩⅥ,財団法人かながわ考古学財団
74,8333,14：神奈川県,久保ノ坂遺跡,愛甲郡清川村,J1号焼土址,炭化材(クワ属),T,f,縄文時代早期,----,B,geo-5540 beta-105392,β線法,7910,80,----,----,----,----,-26,パレオ･ラボ,(株)地球科学研究所,1998,久保ノ坂(No.4)遺跡出土炭化材の放射性炭素年代測定,395-396,----,かながわ考古学財団調査報告42　宮ヶ瀬遺跡群ⅩⅥ,財団法人かながわ考古学財団
75,8408,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,"C1区6b層(""6bスコリア""直下)",木片,T,d,縄文時代早期?後期,----,B,IAAA-91521,AMS法,6120,40,6115,39,-26.81,0.57,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
76,8407,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,B区7層,材(コナラ属コナラ亜属コナラ節),T,d,縄文時代早期?後期,----,B,IAAA-91520,AMS法,9100,50,9102,44,-26.83,0.49,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
77,8409,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,C1区8層:砂57層,材(マツ属単維管束亜属),T,d,後期旧石器時代後半?縄文時代早期,----,AB,IAAA-91522,AMS法,17220,80,17223,80,-21.74,0.64,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
78,8411,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,C1区8層:砂23層,材(モミ属),T,d,後期旧石器時代後半?縄文時代早期,----,AB,IAAA-91524,AMS法,15840,60,15836,63,-25.21,0.58,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
79,8413,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,D区18層,材(マツ属単維管束亜属),T,d,後期旧石器時代後半?縄文時代早期,----,AB,IAAA-91526,AMS法,12740,60,12741,55,-24.42,0.39,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
80,8412,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,C1区8層:砂2-3層,材,T,d,後期旧石器時代後半?縄文時代早期,----,AB,IAAA-91525,AMS法,9510,50,9508,46,-27.37,0.7,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
81,8410,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,C1区8層:泥44/45層,材(マツ属単維管束亜属),T,d,後期旧石器時代後半?縄文時代早期,----,AB,IAAA-91523,AMS法,14340,60,14343,62,-23.26,0.62,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
82,8404,14：神奈川県,今田広町遺跡,藤沢市今田字丸山,A区8層,材(マツ属単維管束亜属),T,d,後期旧石器時代後半?縄文時代早期,----,AB,IAAA-91517,AMS法,12810,60,12814,57,-22.46,0.54,----,(株)加速器分析研究所,(株)加速器分析研究所,2011,放射性炭素年代測定,179-182,----,かながわ考古学財団調査報告267　今田広町遺跡,財団法人かながわ考古学財団
83,8812,14：神奈川県,伝福寺裏遺跡,横須賀市久里浜,Ⅱ層,炭化材,T,f,不明,----,ABCDEFGH,Gak-11455,β線法,5180,190,----,----,----,----,----,蟹江康光(横須賀市自然博物館),学習院大学　木越邦彦,1988,伝福寺裏遺跡の地質と堆積物の14C年代,111-113,----,横須賀市文化財調査報告書第16集　伝福寺裏遺跡,横須賀市教育委員会
84,8814,14：神奈川県,伝福寺裏遺跡,横須賀市久里浜,Ⅳ層,炭化材,T,f,不明,----,ABCDEFGH,Gak-11454,β線法,4990,130,----,----,----,----,----,蟹江康光(横須賀市自然博物館),学習院大学　木越邦彦,1988,伝福寺裏遺跡の地質と堆積物の14C年代,111-113,----,横須賀市文化財調査報告書第16集　伝福寺裏遺跡,横須賀市教育委員会
85,8806,14：神奈川県,伝福寺裏遺跡,横須賀市久里浜,Ⅱ層,炭化材,T,f,不明,----,ABCDEFGH,Gak-11457,β線法,5040,150,----,----,----,----,----,蟹江康光(横須賀市自然博物館),学習院大学　木越邦彦,1988,伝福寺裏遺跡の地質と堆積物の14C年代,111-113,----,横須賀市文化財調査報告書第16集　伝福寺裏遺跡,横須賀市教育委員会
86,8458,14：神奈川県,勝坂遺跡,相模原市南区磯部,A-3地点　8層,種実(クリ果実破片),T,e,不明,----,ABCDEFGH,PLD-15301,AMS法,3855,25,3857,23,-26.34,0.17,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部ボーリング試料の放射性炭素年代測定,95-98,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
87,8461,14：神奈川県,勝坂遺跡,相模原市南区磯部,D-1地点　8層,種実(ハンノキ球果),T,e,不明,----,ABCDEFGH,PLD-15304,AMS法,4495,25,4496,23,-28.54,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部ボーリング試料の放射性炭素年代測定,95-98,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
88,8460,14：神奈川県,勝坂遺跡,相模原市南区磯部,C-1地点　8層,種実(コナラ属コナラ節幼果),T,e,不明,----,ABCDEFGH,PLD-15303,AMS法,3200,20,3201,21,-25.74,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部ボーリング試料の放射性炭素年代測定,95-98,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
89,8465,14：神奈川県,勝坂遺跡,相模原市南区磯部,TP6　3層,生材(クヌギ節),T,d,縄文時代,中世の攪乱あり,B,PLD-20769,AMS法,1105,20,1103,19,-29.34,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
90,8464,14：神奈川県,勝坂遺跡,相模原市南区磯部,TP6　3層,生試料･種実(エゴノキ核),T,e,縄文時代,中世の攪乱あり,B,PLD-20768,AMS法,975,20,974,18,-28.58,0.16,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
91,8463,14：神奈川県,勝坂遺跡,相模原市南区磯部,TP1 7層一括,生試料･種実(クリ果実),T,e,縄文時代,中世の攪乱あり,B,PLD-20767,AMS法,3820,20,3822,22,-27.14,0.15,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
92,8459,14：神奈川県,勝坂遺跡,相模原市南区磯部,B-1地点　5層,不明植物遺体(数点),T,d,不明,----,ABCDEFGH,PLD-15302,AMS法,1220,20,1218,19,-27.93,0.11,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部ボーリング試料の放射性炭素年代測定,95-98,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
93,8466,14：神奈川県,勝坂遺跡,相模原市南区磯部,Tr-1 14層,生試料･種実(トチノキ種子),T,e,縄文時代,中世の攪乱あり,B,PLD-26805,AMS法,3865,20,3864,21,-26.55,0.22,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
94,8470,14：神奈川県,勝坂遺跡,相模原市南区磯部,Tr-1 9層,生材(ハンノキ属ハンノキ亜属),T,d,縄文時代,中世の攪乱あり,B,PLD-26809,AMS法,1020,15,1020,17,-2.98,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
95,8473,14：神奈川県,勝坂遺跡,相模原市南区磯部,TP11 7層,生材(サカキ),T,d,縄文時代,中世の攪乱あり,B,PLD-26812,AMS法,1305,15,1307,17,-28.61,0.17,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
96,8472,14：神奈川県,勝坂遺跡,相模原市南区磯部,TP11 7層,生材(クリ),T,d,縄文時代,中世の攪乱あり,B,PLD-26811,AMS法,1285,15,1284,16,-28.04,0.15,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
97,8471,14：神奈川県,勝坂遺跡,相模原市南区磯部,Tr-1 9層,生材(ケヤキ),T,d,縄文時代,中世の攪乱あり,B,PLD-26810,AMS法,1205,15,1206,16,-27.67,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
98,8469,14：神奈川県,勝坂遺跡,相模原市南区磯部,Tr-1 9層,生材(ハンノキ属ハンノキ亜属),T,d,縄文時代,中世の攪乱あり,B,PLD-26808,AMS法,940,15,941,16,-27.97,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
99,8468,14：神奈川県,勝坂遺跡,相模原市南区磯部,TP9 10層,生試料･種実(トチノキ種子),T,e,縄文時代,中世の攪乱あり,B,PLD-26807,AMS法,3840,20,3839,21,-27.76,0.3,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
100,8467,14：神奈川県,勝坂遺跡,相模原市南区磯部,Tr-1 9層,生試料･種実(エゴノキ核),T,e,縄文時代,中世の攪乱あり,B,PLD-26806,AMS法,1195,15,1194,17,-30.72,0.14,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部試掘･確認調査試料の放射性炭素年代測定,142-148,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
101,8457,14：神奈川県,勝坂遺跡,相模原市南区磯部,A-2地点　5層,木材(ハンノキ属ハンノキ亜属?),T,d,不明,----,ABCDEFGH,PLD-15300,AMS法,915,20,913,19,-28.4,0.12,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,低湿地部ボーリング試料の放射性炭素年代測定,95-98,----,相模原市埋蔵文化財調査報告48　勝坂遺跡有鹿谷地点?第85･89･102･105･106次発掘調査報告書?,相模原市教育委員会
102,8328,14：神奈川県,北原遺跡,愛甲郡清川村,第Ⅰ文化層,炭化材,T,f,縄文時代初頭,----,B,geo-5547 beta-105399,AMS法,9480,80,----,----,----,----,-36.5,パレオ･ラボ,(株)地球科学研究所,1998,北原(No.10･11北)遺跡　縄文時代初頭　第Ⅰ文化層採取試料の放射性炭素年代測定,364,----,かながわ考古学財団調査報告41　宮ヶ瀬遺跡群ⅩⅤ,財団法人かながわ考古学財団
103,8330,14：神奈川県,北原遺跡,愛甲郡清川村,第Ⅰ文化層,炭化材,T,f,縄文時代初頭,----,B,geo-5549 beta-105401,AMS法,13060,100,----,----,----,----,-31.9,パレオ･ラボ,(株)地球科学研究所,1998,北原(No.10･11北)遺跡　縄文時代初頭　第Ⅰ文化層採取試料の放射性炭素年代測定,364,----,かながわ考古学財団調査報告41　宮ヶ瀬遺跡群ⅩⅤ,財団法人かながわ考古学財団
104,8332,14：神奈川県,北原遺跡,愛甲郡清川村,第Ⅰ文化層,炭化材,T,f,縄文時代初頭,----,B,geo-5551 beta-105403,AMS法,13050,80,----,----,----,----,-25.7,パレオ･ラボ,(株)地球科学研究所,1998,北原(No.10･11北)遺跡　縄文時代初頭　第Ⅰ文化層採取試料の放射性炭素年代測定,364,----,かながわ考古学財団調査報告41　宮ヶ瀬遺跡群ⅩⅤ,財団法人かながわ考古学財団
105,8331,14：神奈川県,北原遺跡,愛甲郡清川村,第Ⅰ文化層,炭化材,T,f,縄文時代初頭,----,B,geo-5550 beta-105402,AMS法,13020,80,----,----,----,----,-25.9,パレオ･ラボ,(株)地球科学研究所,1998,北原(No.10･11北)遺跡　縄文時代初頭　第Ⅰ文化層採取試料の放射性炭素年代測定,364,----,かながわ考古学財団調査報告41　宮ヶ瀬遺跡群ⅩⅤ,財団法人かながわ考古学財団
106,8329,14：神奈川県,北原遺跡,愛甲郡清川村,第Ⅰ文化層,炭化材,T,f,縄文時代初頭,----,B,geo-5548 beta-105400,AMS法,13050,80,----,----,----,----,-23.4,パレオ･ラボ,(株)地球科学研究所,1998,北原(No.10･11北)遺跡　縄文時代初頭　第Ⅰ文化層採取試料の放射性炭素年代測定,364,----,かながわ考古学財団調査報告41　宮ヶ瀬遺跡群ⅩⅤ,財団法人かながわ考古学財団
107,8327,14：神奈川県,北原遺跡,愛甲郡清川村,第Ⅰ文化層,炭化材,T,f,縄文時代初頭,----,B,geo-5546 beta-105398,AMS法,13060,80,----,----,----,----,-25.4,パレオ･ラボ,(株)地球科学研究所,1998,北原(No.10･11北)遺跡　縄文時代初頭　第Ⅰ文化層採取試料の放射性炭素年代測定,364,----,かながわ考古学財団調査報告41　宮ヶ瀬遺跡群ⅩⅤ,財団法人かながわ考古学財団
108,8891,14：神奈川県,半原屈中原遺跡,愛甲郡愛川町半原,J1号集石　土坑最下底部,炭化材,T,f,縄文時代前期,----,B,Beta-134517,AMS法,4570,50,----,----,----,----,----,株式会社古環境研究所,Beta Analytic Inc.,2000,縄紋時代　集石遺構,132,----,かながわ考古学財団調査報告95　半原屈中原遺跡,財団法人かながわ考古学財団
109,8869,14：神奈川県,南鍛冶山遺跡,藤沢市石川,2号炭化物集中,炭化材(クリ、広葉樹),T,f,縄文時代草創期,----,B,GaK-16709,β線法,5639,120,----,----,----,----,----,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,1994,放射性炭素年代測定,163,----,南鍛冶山遺跡発掘調査報告書　第1巻　縄文時代草創期,藤沢市教育委員会
110,8390,14：神奈川県,原口遺跡,平塚市上吉沢,J21号集石,炭化材(クリ),T,f,縄文時代,----,B,PLD-186,β線法,4630,120,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
111,8392,14：神奈川県,原口遺跡,平塚市上吉沢,J20号2号炉址下部,炭化材,T,f,縄文時代中期,----,B,geo-4599 beta-102053,AMS法,4190,50,----,----,----,----,-24.6,山形秀樹(パレオ･ラボ),(株)地球科学研究所,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
112,8391,14：神奈川県,原口遺跡,平塚市上吉沢,J13号住居址,炭化材,T,f,縄文時代中期,----,B,geo-4600 beta-102054,β線法,4080,130,----,----,----,----,-27.3,山形秀樹(パレオ･ラボ),(株)地球科学研究所,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
113,8389,14：神奈川県,原口遺跡,平塚市上吉沢,J5号竪穴状遺構,炭化材(クリ),T,f,縄文時代,----,B,PLD-185,β線法,4570,100,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
114,8388,14：神奈川県,原口遺跡,平塚市上吉沢,J43号集石,炭化材,T,f,縄文時代,----,B,PLD-184,β線法,4820,110,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
115,8387,14：神奈川県,原口遺跡,平塚市上吉沢,J21号竪穴住居址炉址,炭化材,T,f,縄文時代,----,B,PLD-183,β線法,4470,100,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
116,8385,14：神奈川県,原口遺跡,平塚市上吉沢,J9号敷石住居址炉,炭化材,T,f,縄文時代,----,B,PLD-181,β線法,3750,100,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
117,8386,14：神奈川県,原口遺跡,平塚市上吉沢,J29号竪穴住居址,炭化材,T,f,縄文時代,----,B,PLD-182,β線法,4470,110,----,----,----,----,----,山形秀樹(パレオ･ラボ),パレオ･ラボ,2002,原口遺跡の自然科学分析③?縄文時代の遺構出土自然遺物の分析?,55-57,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
118,8383,14：神奈川県,原口遺跡,平塚市上吉沢,第3地点,泥炭,T,j,不明,----,ABCDEFGH,Gak-16921,β線法,1920,90,----,----,----,----,----,株式会社古環境研究所,学習院大学理学部年代測定室,2002,原口遺跡の自然科学分析①?縄文時代以降の古環境分析?,23,----,かながわ考古学財団調査報告134　原口遺跡Ⅲ　縄文時代(第3分冊　自然科学分析･写真図版編),財団法人かながわ考古学財団
119,4463,14：神奈川県,原東遺跡,相模原市城山町小倉字原285-2番地他,1住居跡,種実堅果？子実,T,g,縄文時代中期,勝坂2b式,B,Beta-154808,AMS法,4420,40,----,----,-26.8,----,-26.8,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SOHE-B,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
120,4462,14：神奈川県,原東遺跡,相模原市城山町小倉字原285-2番地他,2住居跡3号埋甕内,炭化材,T,f,縄文時代中期,加曽利E3式,B,Beta-154807,AMS法,4170,40,----,----,-26.6,----,-26.6,学術創成研究グループ,Beta Analytic Inc,2009,地域別測定データ,139-524,SOHE-A,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,国立歴史民俗博物館
121,8299,14：神奈川県,吉岡遺跡群,綾瀬市吉岡字蟹ヶ谷,B区　層位L3,木片,T,d,不明,----,ABCDEFGH,Gak-18666,β線法,12030,150,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1999,神奈川県綾瀬市吉岡遺跡群出土炭化材放射性炭素(C14)年代測定,317,----,かながわ考古学財団調査報告49　吉岡遺跡群Ⅸ　考察編　自然科学分析編,(財)かながわ考古学財団
122,8300,14：神奈川県,吉岡遺跡群,綾瀬市吉岡字蟹ヶ谷,B区　層位Ⅵ,木葉,T,d,不明,----,ABCDEFGH,Gak-18667,β線法,3880,780,----,----,----,----,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,1999,神奈川県綾瀬市吉岡遺跡群出土炭化材放射性炭素(C14)年代測定,317,----,かながわ考古学財団調査報告49　吉岡遺跡群Ⅸ　考察編　自然科学分析編,(財)かながわ考古学財団
