項番,番号,都道府県,遺跡名,所在地,サンプル採取地点等,試料の種類,試料コード1,試料コード2,時代,時代詳細,時代コード,試料番号,測定方法,C14年代,C14年代±,暦年較正用C14年代,暦年較正用C14年代±,δ13C（AMS）,δ13C（AMS）±,δ13C（IRMS）,分析者（著者）,分析機関,刊行年,報告タイトル,ページ,備考,報告書名,発行者
102,22486,20：長野県,山の神遺跡,大町市常盤字山の神,SH06,炭化材(マツ属複維管束亜属),T,f,縄文時代早期,----,B,PLD-1015,β線法,8190,160,----,----,----,----,-26.3,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
103,22492,20：長野県,山の神遺跡,大町市常盤字山の神,Ⅳb層,炭化材(コナラ節),T,f,縄文時代早期,----,B,PLD-1021,β線法,7780,120,----,----,----,----,-26.3,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
104,22491,20：長野県,山の神遺跡,大町市常盤字山の神,Ⅳa層,炭化材(コナラ節),T,f,縄文時代早期,----,B,PLD-1020,β線法,8490,130,----,----,----,----,-26,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
105,22490,20：長野県,山の神遺跡,大町市常盤字山の神,SK1072,炭化材(コナラ節 クリ),T,f,縄文時代早期,----,B,PLD-1019,β線法,7710,150,----,----,----,----,-25.6,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
106,22489,20：長野県,山の神遺跡,大町市常盤字山の神,SK1069,炭化材(コナラ節),T,f,縄文時代早期,----,B,PLD-1018,β線法,8710,120,----,----,----,----,-25.8,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
107,22488,20：長野県,山の神遺跡,大町市常盤字山の神,SH76,炭化材(コナラ節),T,f,縄文時代早期,----,B,PLD-1017,β線法,8500,120,----,----,----,----,-27,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
108,22483,20：長野県,山の神遺跡,大町市常盤字山の神,SB03　覆土,炭化材(コナラ節),T,f,縄文時代早期,----,B,PLD-1012,β線法,8310,120,----,----,----,----,-25.9,山形秀樹(パレオ･ラボ),パレオ･ラボ,2003,放射性炭素年代測定,239-240,----,長野県埋蔵文化財センター発掘調査報告書60　国営アルプスあづみの口縁埋蔵文化財発掘調査報告書2　大町市内その1　山の神遺跡,国土交通省関東地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
109,23238,20：長野県,峯謡坂遺跡,千曲市八幡字謳坂,SK187,炭化物,T,h,縄文時代終末?弥生時代前期,----,BC,IAAA-41571,AMS法,2360,40,----,----,-25.49,0,----,(株)加速器分析研究所,(株)加速器分析研究所,2012,峯謡坂遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書92　一般国道18号(坂城更埴バイパス)埋蔵文化財発掘調査報告書3　千曲市内その3　東條遺跡ほか〈本文編〉,国土交通書関東地方整備局長野国道事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
110,23237,20：長野県,峯謡坂遺跡,千曲市八幡字謳坂,SK187,炭化物,T,h,縄文時代終末?弥生時代前期,----,BC,IAAA-41570,AMS法,2370,40,----,----,-24.55,0,----,(株)加速器分析研究所,(株)加速器分析研究所,2012,峯謡坂遺跡における放射性炭素年代(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書92　一般国道18号(坂城更埴バイパス)埋蔵文化財発掘調査報告書3　千曲市内その3　東條遺跡ほか〈本文編〉,国土交通書関東地方整備局長野国道事務所　(財)長野県文化振興事業団長野県埋蔵文化財センター
111,22878,20：長野県,崩越遺跡,木曽郡王滝村崩越,1号住居址　-80cm,炭化物,T,h,縄文時代中期後半,加曽利E式,B,Gak-9967,β線法,6040,130,----,----,----,----,----,木越邦彦(学習院大学),学習院大学,1982,学習院大学放射性炭素年代測定結果報告書,100,----,王滝村発掘調査報告書2　崩越遺跡,王滝村教育委員会
112,22877,20：長野県,崩越遺跡,木曽郡王滝村崩越,8号住居址　-110cm,炭化物,T,h,縄文時代前期後半,諸磯b式,B,Gak-9966,β線法,5520,130,----,----,----,----,----,木越邦彦(学習院大学),学習院大学,1982,学習院大学放射性炭素年代測定結果報告書,100,----,王滝村発掘調査報告書2　崩越遺跡,王滝村教育委員会
113,22879,20：長野県,崩越遺跡,木曽郡王滝村崩越,6号住居址　-70cm,炭化物,T,h,縄文時代中期前半,勝坂式,B,Gak-9968,β線法,4570,140,----,----,----,----,----,木越邦彦(学習院大学),学習院大学,1982,学習院大学放射性炭素年代測定結果報告書,100,----,王滝村発掘調査報告書2　崩越遺跡,王滝村教育委員会
114,22876,20：長野県,崩越遺跡,木曽郡王滝村崩越,先端部土壙4　-30cm,炭化物,T,h,縄文時代早期末,----,B,Gak-9965,β線法,4190,130,----,----,----,----,----,木越邦彦(学習院大学),学習院大学,1982,学習院大学放射性炭素年代測定結果報告書,100,----,王滝村発掘調査報告書2　崩越遺跡,王滝村教育委員会
115,23099,20：長野県,川久保遺跡,中野市豊津,SK51　2区,炭化材(ケヤキ),T,f,不明,----,ABCDEFGH,PLD-3676,AMS法,2710,30,----,----,-24.76,0.2,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
116,23100,20：長野県,川久保遺跡,中野市豊津,4区　Ⅴ5下,炭化材(ケヤキ),T,f,不明,----,ABCDEFGH,PLD-3677,AMS法,2190,30,----,----,-24.02,0.19,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
117,23096,20：長野県,川久保遺跡,中野市豊津,NR1b　2区　8層下面,炭化材(クヌギ節),T,f,不明,----,ABCDEFGH,PLD-3673,AMS法,1865,30,----,----,-25.79,0.21,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2013,放射性炭素年代測定,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書99　中野市川久保･宮沖遺跡　千曲川替佐･柳沢築堤事業関連埋蔵文化財発掘調査報告書　中野市内その2,国土交通省北陸地方整備局　長野県埋蔵文化財センター
118,22689,20：長野県,川西開田遺跡,松本市神林字竹田道,土1974,種実遺体(オニグルミ核),T,e,縄文時代中期初頭,----,B,Gak-20770,β線法,4750,100,----,----,----,----,-27.4,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2003,川西開田遺跡の放射性炭素年代測定,110-112,----,松本市文化財調査報告No.167　川西開田遺跡Ⅲ･Ⅳ　縄紋編,松本市教育委員会
119,22688,20：長野県,川西開田遺跡,松本市神林字竹田道,119住　SW,炭化材(クリ),T,f,縄文時代中期初頭,----,B,Gak-20769,β線法,5040,210,----,----,----,----,-29.5,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2003,川西開田遺跡の放射性炭素年代測定,110-112,----,松本市文化財調査報告No.167　川西開田遺跡Ⅲ･Ⅳ　縄紋編,松本市教育委員会
120,22685,20：長野県,川西開田遺跡,松本市神林字竹田道,112住　NW　フク土,炭化材(オニグルミ),T,f,縄文時代中期初頭,----,B,Gak-20733,β線法,4140,110,----,----,----,----,-26.9,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2003,川西開田遺跡の放射性炭素年代測定,110-112,----,松本市文化財調査報告No.167　川西開田遺跡Ⅲ･Ⅳ　縄紋編,松本市教育委員会
121,22687,20：長野県,川西開田遺跡,松本市神林字竹田道,103住,炭化材,T,f,縄文時代中期初頭,----,B,Gak-20768,β線法,4590,120,----,----,----,----,-27.2,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2003,川西開田遺跡の放射性炭素年代測定,110-112,----,松本市文化財調査報告No.167　川西開田遺跡Ⅲ･Ⅳ　縄紋編,松本市教育委員会
122,22686,20：長野県,川西開田遺跡,松本市神林字竹田道,土1974,種実遺体(オニグルミ核)＋土壌,T,e,縄文時代中期初頭,----,B,Gak-20734,β線法,2710,100,----,----,----,----,-28.7,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2003,川西開田遺跡の放射性炭素年代測定,110-112,----,松本市文化財調査報告No.167　川西開田遺跡Ⅲ･Ⅳ　縄紋編,松本市教育委員会
123,22684,20：長野県,川西開田遺跡,松本市神林字竹田道,103住　フク土,炭化材(クリ),T,f,縄文時代中期初頭,----,B,Gak-20732,β線法,4610,140,----,----,----,----,-27.7,パリノ･サーヴェイ株式会社,学習院大学放射性炭素年代測定室,2003,川西開田遺跡の放射性炭素年代測定,110-112,----,松本市文化財調査報告No.167　川西開田遺跡Ⅲ･Ⅳ　縄紋編,松本市教育委員会
124,22955,20：長野県,川路大明神原遺跡,飯田市川路,SK910　埋土最下層,炭化物,T,h,縄文時代前期末葉?中期前葉,----,B,IAAA-42150,AMS法,4810,50,----,----,-26.16,0.01,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
125,22958,20：長野県,川路大明神原遺跡,飯田市川路,SK924　埋土上部,炭化物,T,h,縄文時代前期末葉?中期中葉,----,B,IAAA-42153,AMS法,4650,60,----,----,-26.22,0,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
126,22962,20：長野県,川路大明神原遺跡,飯田市川路,SK22　埋土,炭化物,T,h,縄文時代中期後葉末?後期前葉,----,B,IAAA-52295,AMS法,3920,40,----,----,-26.82,0.74,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
127,22966,20：長野県,川路大明神原遺跡,飯田市川路,SK1020　埋土,炭化物,T,h,縄文時代中期中葉?後葉,----,B,IAAA-52299,AMS法,4370,40,----,----,-31.99,0.86,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
128,22967,20：長野県,川路大明神原遺跡,飯田市川路,SK1307　埋土6層,炭化物,T,h,縄文時代前期末葉?中期前葉,----,B,IAAA-52300,AMS法,4730,40,----,----,-28.18,0.86,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
129,22965,20：長野県,川路大明神原遺跡,飯田市川路,SK760　埋土,炭化物,T,h,縄文時代晩期初頭?中葉,----,B,IAAA-52298,AMS法,2860,40,----,----,-30.05,0.9,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
130,22964,20：長野県,川路大明神原遺跡,飯田市川路,SK324　埋土下半部,炭化物,T,h,縄文時代後期中葉?後葉,----,B,IAAA-52297,AMS法,3290,40,----,----,-26.2,0.79,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
131,22963,20：長野県,川路大明神原遺跡,飯田市川路,SK36　底面,炭化物,T,h,縄文時代早期後半,----,B,IAAA-52296,AMS法,7010,40,----,----,-29.6,0.9,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
132,22961,20：長野県,川路大明神原遺跡,飯田市川路,SB40　炉内,炭化物,T,h,縄文時代中期後葉,----,B,IAAA-52294,AMS法,4160,40,----,----,-29.05,0.88,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
133,22960,20：長野県,川路大明神原遺跡,飯田市川路,SK1373　底部ピット,炭化物,T,h,縄文時代早期後半,----,B,IAAA-52293,AMS法,6900,50,----,----,-29.45,0.87,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
134,22959,20：長野県,川路大明神原遺跡,飯田市川路,SB48 P1　2層下部,炭化物,T,h,縄文時代中期後葉,----,B,IAAA-52292,AMS法,4190,40,----,----,-31.04,0.95,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定)　川路大明神原遺跡,付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
135,22957,20：長野県,川路大明神原遺跡,飯田市川路,SK1358　埋土,炭化物,T,h,縄文時代後期初頭?前葉,----,B,IAAA-42152,AMS法,3760,50,----,----,-26.75,0,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
136,22956,20：長野県,川路大明神原遺跡,飯田市川路,SK1337　埋土,炭化物,T,h,縄文時代中期中葉?後葉,----,B,IAAA-42151,AMS法,2960,50,----,----,-24.43,0,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
137,22954,20：長野県,川路大明神原遺跡,飯田市川路,SK891　付属坑P2埋土,炭化物,T,h,縄文時代前期末葉?中期前葉,----,B,IAAA-42149,AMS法,4740,60,----,----,-26.06,0,----,(株)加速器分析研究所,(株)加速器分析研究所,2010,放射性炭素年代測定結果報告書(AMS測定),付属DVD,----,長野県埋蔵文化財センター発掘調査報告書87　国道474号(飯喬道路)埋蔵文化財発掘調査報告書4　飯田市内その4　川路大明神原遺跡,国土交通省中部地方整備局　(財)長野県文化振興事業団長野県埋蔵文化財センター
138,22866,20：長野県,平出遺跡,塩尻市大字宗賀,J-56　炉内側,炭化材(クリ),T,f,縄文時代中期,----,B,IAAA-42686,AMS法,4420,40,4415,37,-26.74,0.74,----,パリノ･サーヴェイ株式会社,(株)加速器分析研究所,2015,平出遺跡の自然科学分析,352-356,----,史跡平出遺跡?環境整備に伴う発掘調査報告書　その1?,塩尻市教育委員会
139,22867,20：長野県,平出遺跡,塩尻市大字宗賀,J-25住　埋甕炉　掘り方　焼土サンプル,炭化材(クリ),T,f,縄文時代中期,----,B,PLD-6112,AMS法,4475,25,4477,26,-23.45,0.17,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,358-361,----,史跡平出遺跡?環境整備に伴う発掘調査報告書　その1?,塩尻市教育委員会
140,22871,20：長野県,平出遺跡,塩尻市大字宗賀,J-79住居址,炭化材(クリ),T,f,縄文時代中期,----,B,PLD-12717,AMS法,4415,20,4417,22,-26.84,0.17,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,平出遺跡の自然科学分析,388-393,----,史跡平出遺跡?環境整備に伴う発掘調査報告書　その1?,塩尻市教育委員会
141,22870,20：長野県,平出遺跡,塩尻市大字宗賀,J-77住居址,炭化種実(オニグルミ核),T,g,縄文時代中期,----,B,PLD-12716,AMS法,4360,25,4358,23,-29.13,0.21,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,平出遺跡の自然科学分析,388-393,----,史跡平出遺跡?環境整備に伴う発掘調査報告書　その1?,塩尻市教育委員会
142,22869,20：長野県,平出遺跡,塩尻市大字宗賀,J-75住居址,炭化材(イネ科稈),T,f,縄文時代中期,----,B,PLD-12715,AMS法,4490,25,4490,24,-26.64,0.2,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2015,平出遺跡の自然科学分析,388-393,----,史跡平出遺跡?環境整備に伴う発掘調査報告書　その1?,塩尻市教育委員会
143,22868,20：長野県,平出遺跡,塩尻市大字宗賀,J-26住　炉の掘り方の土層サンプル,炭化種実(オニグルミ),T,g,縄文時代中期,----,B,PLD-6113,AMS法,4395,25,4396,26,-23.45,0.17,----,パレオ･ラボAMS年代測定グループ,パレオ･ラボAMS年代測定グループ,2015,放射性炭素年代測定,358-361,----,史跡平出遺跡?環境整備に伴う発掘調査報告書　その1?,塩尻市教育委員会
144,22862,20：長野県,平出遺跡,塩尻市宗賀,住居跡　炉跡,炭化材,T,f,縄文時代中期,----,B,IAAA-30563,AMS法,4210,40,----,----,-31,0.77,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2004,縄文時代の古環境と食糧等への利用状況,38,----,史跡平出遺跡?平成14年度記念物保存修理事業(環境整備)に係る発掘調査報告書?,塩尻市教育委員会
145,22463,20：長野県,広原遺跡群,小県郡長和町和田字和田山,TR-2　5層(泥炭層)　-174cm,木材,T,d,不明,----,ABCDEFGH,PLD-19184,AMS法,8605,30,----,----,----,----,----,明治大学黒曜石研究センター,パレオ･ラボ,2013,2011年度の調査　古環境調査,p4-6,----,広原遺跡群発掘調査概報Ⅰ,明治大学黒曜石研究センター
146,22462,20：長野県,広原遺跡群,小県郡長和町和田字和田山,TR-2　4層(泥炭層)　地表-143cm,木材,T,d,不明,----,ABCDEFGH,PLD-19185,AMS法,3875,20,----,----,----,----,----,明治大学黒曜石研究センター,パレオ･ラボ,2013,2011年度の調査　古環境調査,p4-6,----,広原遺跡群発掘調査概報Ⅰ,明治大学黒曜石研究センター
147,22464,20：長野県,広原遺跡群,小県郡長和町和田字和田山,TR-2　11層(泥炭層)　-207cm,木材,T,d,不明,----,ABCDEFGH,PLD-19186,AMS法,8810,30,----,----,----,----,----,明治大学黒曜石研究センター,パレオ･ラボ,2013,2011年度の調査　古環境調査,p4-6,----,広原遺跡群発掘調査概報Ⅰ,明治大学黒曜石研究センター
148,22466,20：長野県,広原遺跡群,小県郡長和町和田字和田山,TR-2　13層(泥炭層)　-263cm,草本,T,d,不明,----,ABCDEFGH,PLD-19182,AMS法,7110,30,----,----,----,----,----,明治大学黒曜石研究センター,パレオ･ラボ,2013,2011年度の調査　古環境調査,p4-6,----,広原遺跡群発掘調査概報Ⅰ,明治大学黒曜石研究センター
149,22465,20：長野県,広原遺跡群,小県郡長和町和田字和田山,TR-2　11層(泥炭層)　-211cm,木材,T,d,不明,----,ABCDEFGH,PLD-19183,AMS法,8815,30,----,----,----,----,----,明治大学黒曜石研究センター,パレオ･ラボ,2013,2011年度の調査　古環境調査,p4-6,----,広原遺跡群発掘調査概報Ⅰ,明治大学黒曜石研究センター
150,22461,20：長野県,広原遺跡群,小県郡長和町和田字和田山,TR-1 -80cm(礫混じり粘土層中),木材,T,d,不明,----,ABCDEFGH,PLD-19330,AMS法,3275,20,----,----,----,----,----,明治大学黒曜石研究センター,パレオ･ラボ,2013,2011年度の調査　古環境調査,p4-6,----,広原遺跡群発掘調査概報Ⅰ,明治大学黒曜石研究センター
151,22617,20：長野県,新林遺跡,安曇野市穂高牧,SB15 SB1　A区　土器内,炭化材(クリ),T,f,縄文時代中期,----,B,PLD-33421,AMS法,4050,20,4049,20,-26.81,0.2,----,パリノ･サーヴェイ株式会社,パリノ･サーヴェイ株式会社,2017,新林遺跡第3次発掘調査の自然科学分析,29-33,----,安曇野市の埋蔵文化財第13集　新林遺跡3,安曇野市教育委員会
152,22695,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅲ,炭化物,T,h,縄文時代,----,B,IAAA-102215,AMS法,3530,30,3533,28,-26.35,0.47,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
153,22696,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅲ,炭化物,T,h,縄文時代,----,B,IAAA-102216,AMS法,3550,30,3547,28,-27.65,0.46,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
154,22694,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅲ,炭化物,T,h,縄文時代,----,B,IAAA-102214,AMS法,3540,30,3542,28,-26.8,0.52,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
155,22693,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅱ,炭化物,T,h,縄文時代,----,B,IAAA-102213,AMS法,3640,30,3643,28,-27.07,0.49,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
156,22697,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅲ,炭化物,T,h,縄文時代,----,B,IAAA-102217,AMS法,3600,30,3596,29,-26.27,0.58,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
157,22702,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅲ,炭化物,T,h,縄文時代,----,B,IAAA-112652,AMS法,3650,30,3647,29,-27.92,0.48,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
158,22704,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅱ,炭化物,T,h,縄文時代,----,B,IAAA-112654,AMS法,7950,30,7946,33,-20.67,0.35,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
159,22706,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　層群グループ2下半,炭化物,T,h,縄文時代,----,B,IAAA-112656,AMS法,8160,30,8159,33,-18.93,0.38,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
160,22710,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　旧表土層Ⅰ,炭化物,T,h,縄文時代,----,B,IAAA-112660,AMS法,10340,40,10340,37,-20.87,0.37,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
161,22712,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　竪坑③覆土下半,炭化物,T,h,縄文時代,----,B,IAAA-112662,AMS法,7920,40,7915,37,-21.31,0.35,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
162,22714,20：長野県,星糞峠黒曜石原産地遺跡,小県郡長和町大門鷹山,第1号採掘址　層群D最上部,炭化物,T,h,縄文時代,----,B,IAAA-122292,AMS法,7960,30,7963,31,-28.79,0.4,----,(株)加速器分析研究所,(株)加速器分析研究所,2015,放射性炭素年代測定(AMS測定),99-115,----,鷹山遺跡群Ⅶ,長和町教育委員会
